"";"Members.Member..Member_Id";"Members.Member..Dods_Id";"Members.Member..Pims_Id";"Members.Member.DisplayAs";"Members.Member.ListAs";"Members.Member.FullTitle";"Members.Member.LayingMinisterName";"Members.Member.DateOfBirth";"Members.Member.DateOfDeath";"Members.Member.Gender";"Members.Member.House";"Members.Member.MemberFrom";"Members.Member.HouseStartDate";"Members.Member.HouseEndDate";"Members.Member.Party..Id";"Members.Member.Party..text";"Members.Member.CurrentStatus..Id";"Members.Member.CurrentStatus..IsActive";"Members.Member.CurrentStatus.Name";"Members.Member.CurrentStatus.Reason";"Members.Member.CurrentStatus.StartDate";"Members.Member.HouseMemberships.HouseMembership"
"1";"172";"25790";"3572";"Ms Diane Abbott";"Abbott, Ms Diane";"Ms Diane Abbott MP";NA;
